,Link,PlayerName,Position,School,CollegeStats,Height,Weight,40yd,Vertical,Bench,BroadJump,3Cone,Shuttle,Drafted,CombineYear,Draft Team,Round,Pick,Draft Year,Drafted?
295,https://www.pro-football-reference.com/draft/2021-combine.htm,Greg Newsome,DB,Northwestern,https://www.sports-reference.com/cfb/players/greg-newsome-ii-1.html,6-0,192,4.39,40.0,18,123,6.90,4.26,Cleveland Browns / 1st / 26th pick / 2021,2021,Cleveland Browns , 1st , 26th pick , 2021,Drafted
296,https://www.pro-football-reference.com/draft/2021-combine.htm,Nick Niemann,LB,Iowa,https://www.sports-reference.com/cfb/players/nick-niemann-1.html,6-3,234,4.45,33.5,,121,6.67,4.14,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
297,https://www.pro-football-reference.com/draft/2021-combine.htm,Daviyon Nixon,DT,Iowa,https://www.sports-reference.com/cfb/players/daviyon-nixon-1.html,6-3,313,4.90,28.5,,106,7.68,4.70,Carolina Panthers / 5th / 158th pick / 2021,2021,Carolina Panthers , 5th , 158th pick , 2021,Drafted
298,https://www.pro-football-reference.com/draft/2021-combine.htm,Tre Nixon,WR,Central Florida,https://www.sports-reference.com/cfb/players/tre-nixon-1.html,6-0,187,4.44,35.5,18,125,6.81,4.27,New England Patriots / 7th / 242nd pick / 2021,2021,New England Patriots , 7th , 242nd pick , 2021,Drafted
299,https://www.pro-football-reference.com/draft/2021-combine.htm,Tre Norwood,DB,Oklahoma,https://www.sports-reference.com/cfb/players/tre-norwood-1.html,5-11,192,4.58,33.5,12,123,7.65,4.45,Pittsburgh Steelers / 7th / 245th pick / 2021,2021,Pittsburgh Steelers , 7th , 245th pick , 2021,Drafted
300,https://www.pro-football-reference.com/draft/2021-combine.htm,Antonio Nunn,WR,Buffalo,https://www.sports-reference.com/cfb/players/antonio-nunn-1.html,5-11,204,4.50,33.5,15,120,7.12,4.32,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
301,https://www.pro-football-reference.com/draft/2021-combine.htm,Dayo Odeyingbo,DL,Vanderbilt,https://www.sports-reference.com/cfb/players/dayo-odeyingbo-1.html,6-5,276,,,,,,,Indianapolis Colts / 2nd / 54th pick / 2021,2021,Indianapolis Colts , 2nd , 54th pick , 2021,Drafted
302,https://www.pro-football-reference.com/draft/2021-combine.htm,Nick Oelrich,DB,Florida,https://www.sports-reference.com/cfb/players/nick-oelrich-1.html,6-0,203,4.68,33.5,13,117,7.28,4.40,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
303,https://www.pro-football-reference.com/draft/2021-combine.htm,Amen Ogbongbemiga,LB,Oklahoma St.,https://www.sports-reference.com/cfb/players/amen-ogbongbemiga-1.html,6-0,231,4.66,32.0,24,112,7.32,4.28,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
304,https://www.pro-football-reference.com/draft/2021-combine.htm,Adetokunbo Ogundeji,DL,Notre Dame,https://www.sports-reference.com/cfb/players/adetokunbo-ogundeji-1.html,6-4,260,4.75,32.0,22,120,7.17,4.64,Atlanta Falcons / 5th / 182nd pick / 2021,2021,Atlanta Falcons , 5th , 182nd pick , 2021,Drafted
305,https://www.pro-football-reference.com/draft/2021-combine.htm,Azeez Ojulari,OLB,Georgia,https://www.sports-reference.com/cfb/players/azeez-ojulari-1.html,6-2,249,4.63,30.0,26,127,7.27,4.34,New York Giants / 2nd / 50th pick / 2021,2021,New York Giants , 2nd , 50th pick , 2021,Drafted
306,https://www.pro-football-reference.com/draft/2021-combine.htm,Levi Onwuzurike,DL,Washington,https://www.sports-reference.com/cfb/players/levi-onwuzurike-1.html,6-2,290,4.89,30.0,29,109,,,Detroit Lions / 2nd / 41st pick / 2021,2021,Detroit Lions , 2nd , 41st pick , 2021,Drafted
307,https://www.pro-football-reference.com/draft/2021-combine.htm,Joseph Ossai,LB,Texas,https://www.sports-reference.com/cfb/players/joseph-ossai-1.html,6-3,256,4.63,41.5,19,131,,,Cincinnati Bengals / 3rd / 69th pick / 2021,2021,Cincinnati Bengals , 3rd , 69th pick , 2021,Drafted
308,https://www.pro-football-reference.com/draft/2021-combine.htm,Jayson Oweh,DE,Penn St.,https://www.sports-reference.com/cfb/players/jayson-oweh-1.html,6-5,257,4.36,39.5,21,134,6.83,4.21,Baltimore Ravens / 1st / 31st pick / 2021,2021,Baltimore Ravens , 1st , 31st pick , 2021,Drafted
309,https://www.pro-football-reference.com/draft/2021-combine.htm,Jeremiah Owusu-Koramoah,LB,Notre Dame,https://www.sports-reference.com/cfb/players/jeremiah-owusu-koramoah-1.html,6-1,221,,36.5,,124,6.80,4.15,Cleveland Browns / 2nd / 52nd pick / 2021,2021,Cleveland Browns , 2nd , 52nd pick , 2021,Drafted
310,https://www.pro-football-reference.com/draft/2021-combine.htm,JR Pace,DB,Northwestern,https://www.sports-reference.com/cfb/players/jr-pace-1.html,6-1,205,4.72,35.5,12,120,6.94,4.24,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
311,https://www.pro-football-reference.com/draft/2021-combine.htm,AJ Parker,DB,Kansas St.,https://www.sports-reference.com/cfb/players/aj-parker-1.html,5-11,182,4.53,33.5,10,117,7.02,4.37,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
312,https://www.pro-football-reference.com/draft/2021-combine.htm,Micah Parsons,LB,Penn St.,https://www.sports-reference.com/cfb/players/micah-parsons-1.html,6-3,246,4.39,34.0,19,126,6.89,4.40,Dallas Cowboys / 1st / 12th pick / 2021,2021,Dallas Cowboys , 1st , 12th pick , 2021,Drafted
313,https://www.pro-football-reference.com/draft/2021-combine.htm,Jaret Patterson,RB,Buffalo,https://www.sports-reference.com/cfb/players/jaret-patterson-1.html,5-6,195,4.59,30.0,19,117,7.03,4.35,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
314,https://www.pro-football-reference.com/draft/2021-combine.htm,Jarrett Patterson,OL,Notre Dame,https://www.sports-reference.com/cfb/players/jarrett-patterson-1.html,5-6,195,4.52,,,,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
315,https://www.pro-football-reference.com/draft/2021-combine.htm,Riley Patterson,PK,Memphis,https://www.sports-reference.com/cfb/players/riley-patterson-1.html,5-10,181,,,,,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
316,https://www.pro-football-reference.com/draft/2021-combine.htm,Kwity Paye,DL,Michigan,https://www.sports-reference.com/cfb/players/kwity-paye-1.html,6-2,261,4.52,35.3,36,118,,,Indianapolis Colts / 1st / 21st pick / 2021,2021,Indianapolis Colts , 1st , 21st pick , 2021,Drafted
317,https://www.pro-football-reference.com/draft/2021-combine.htm,Josh Pederson,TE,La-Monroe,https://www.sports-reference.com/cfb/players/josh-pederson-1.html,6-4,234,4.81,28.5,19,110,7.31,4.43,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
318,https://www.pro-football-reference.com/draft/2021-combine.htm,Ronnie Perkins,DE,Oklahoma,https://www.sports-reference.com/cfb/players/ronnie-perkins-1.html,6-2,253,4.71,32.0,25,115,,4.69,New England Patriots / 3rd / 96th pick / 2021,2021,New England Patriots , 3rd , 96th pick , 2021,Drafted
319,https://www.pro-football-reference.com/draft/2021-combine.htm,Jordyn Peters,DB,Auburn,https://www.sports-reference.com/cfb/players/jordyn-peters-1.html,6-0,202,4.70,39.5,7,124,7.14,4.47,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
320,https://www.pro-football-reference.com/draft/2021-combine.htm,Jaelan Phillips,DL,Miami (FL),https://www.sports-reference.com/cfb/players/jaelan-phillips-1.html,6-5,260,4.56,36.0,21,125,,,Miami Dolphins / 1st / 18th pick / 2021,2021,Miami Dolphins , 1st , 18th pick , 2021,Drafted
321,https://www.pro-football-reference.com/draft/2021-combine.htm,Whop Philyor,WR,Indiana,https://www.sports-reference.com/cfb/players/whop-philyor-1.html,5-9,184,4.57,31.0,14,120,7.20,4.34,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
322,https://www.pro-football-reference.com/draft/2021-combine.htm,Nick Pickett,S,Oregon,https://www.sports-reference.com/cfb/players/nick-pickett-1.html,6-0,201,4.65,35.5,18,119,7.40,4.43,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
323,https://www.pro-football-reference.com/draft/2021-combine.htm,Jason Pinnock,DB,Pittsburgh,https://www.sports-reference.com/cfb/players/jason-pinnock-1.html,6-0,204,4.49,39.5,15,128,6.90,4.10,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
324,https://www.pro-football-reference.com/draft/2021-combine.htm,Kyle Pitts,TE,Florida,https://www.sports-reference.com/cfb/players/kyle-pitts-1.html,6-5,245,4.44,33.5,22,129,7.12,4.30,Atlanta Falcons / 1st / 4th pick / 2021,2021,Atlanta Falcons , 1st , 4th pick , 2021,Drafted
325,https://www.pro-football-reference.com/draft/2021-combine.htm,Kyle Poland,LS,West Virginia,https://www.sports-reference.com/cfb/players/kyle-poland-1.html,6-1,237,4.97,32.5,12,111,7.47,4.50,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
326,https://www.pro-football-reference.com/draft/2021-combine.htm,Elijah Ponder,DT,Cincinnati,https://www.sports-reference.com/cfb/players/elijah-ponder-1.html,6-1,268,5.06,30.0,27,101,7.45,4.53,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
327,https://www.pro-football-reference.com/draft/2021-combine.htm,Cornell Powell,WR,Clemson,https://www.sports-reference.com/cfb/players/cornell-powell-1.html,6-0,204,4.53,36.5,16,128,7.03,4.21,Kansas City Chiefs / 5th / 181st pick / 2021,2021,Kansas City Chiefs , 5th , 181st pick , 2021,Drafted
328,https://www.pro-football-reference.com/draft/2021-combine.htm,Blake Proehl,WR,East Carolina,https://www.sports-reference.com/cfb/players/blake-proehl-1.html,6-1,186,4.47,36.0,12,126,7.00,4.06,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
329,https://www.pro-football-reference.com/draft/2021-combine.htm,Dillon Radunz,OT,North Dakota St.,/td,6-5,301,5.16,32.0,24,112,7.27,4.57,Tennessee Titans / 2nd / 53rd pick / 2021,2021,Tennessee Titans , 2nd , 53rd pick , 2021,Drafted
330,https://www.pro-football-reference.com/draft/2021-combine.htm,Trey Ragas,RB,Louisiana,/td,5-10,214,4.60,33.5,23,117,7.19,4.50,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
331,https://www.pro-football-reference.com/draft/2021-combine.htm,John Raine,TE,Northwestern,https://www.sports-reference.com/cfb/players/john-raine-1.html,6-1,231,5.05,31.0,15,107,7.32,4.54,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
332,https://www.pro-football-reference.com/draft/2021-combine.htm,Peyton Ramsey,QB,Northwestern,https://www.sports-reference.com/cfb/players/peyton-ramsey-1.html,6-1,215,4.77,28.0,,108,7.28,4.41,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
333,https://www.pro-football-reference.com/draft/2021-combine.htm,Hamilcar Rashed,OLB,Oregon St.,https://www.sports-reference.com/cfb/players/hamilcar-rashed-jr-1.html,6-2,251,4.58,35.5,25,128,7.51,4.44,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
334,https://www.pro-football-reference.com/draft/2021-combine.htm,Jon Rhattigan,LB,Army,https://www.sports-reference.com/cfb/players/jon-rhattigan-1.html,6-0,236,4.77,32.0,22,111,7.41,4.30,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
335,https://www.pro-football-reference.com/draft/2021-combine.htm,Monty Rice,LB,Georgia,https://www.sports-reference.com/cfb/players/monty-rice-2.html,6-0,233,4.58,32.0,,121,7.34,4.33,Tennessee Titans / 3rd / 92nd pick / 2021,2021,Tennessee Titans , 3rd , 92nd pick , 2021,Drafted
336,https://www.pro-football-reference.com/draft/2021-combine.htm,Aaron Robinson,DB,Central Florida,https://www.sports-reference.com/cfb/players/aaron-robinson-2.html,5-11,186,4.39,37.0,15,123,6.89,4.29,New York Giants / 3rd / 71st pick / 2021,2021,New York Giants , 3rd , 71st pick , 2021,Drafted
337,https://www.pro-football-reference.com/draft/2021-combine.htm,Curtis Robinson,LB,Stanford,https://www.sports-reference.com/cfb/players/curtis-robinson-1.html,6-3,236,4.60,37.5,22,117,7.00,4.26,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
338,https://www.pro-football-reference.com/draft/2021-combine.htm,Quincy Roche,DL,Miami (FL),https://www.sports-reference.com/cfb/players/quincy-roche-1.html,,,,32.5,23,119,,,Pittsburgh Steelers / 6th / 216th pick / 2021,2021,Pittsburgh Steelers , 6th , 216th pick , 2021,Drafted
339,https://www.pro-football-reference.com/draft/2021-combine.htm,Robert Rochell,DB,Central Arkansas,/td,5-11,193,4.41,43.0,9,133,6.84,4.08,Los Angeles Rams / 4th / 130th pick / 2021,2021,Los Angeles Rams , 4th , 130th pick , 2021,Drafted
340,https://www.pro-football-reference.com/draft/2021-combine.htm,Amari Rodgers,WR,Clemson,https://www.sports-reference.com/cfb/players/amari-rodgers-1.html,5-9,212,4.52,33.0,19,121,7.07,4.31,Green Bay Packers / 3rd / 85th pick / 2021,2021,Green Bay Packers , 3rd , 85th pick , 2021,Drafted
341,https://www.pro-football-reference.com/draft/2021-combine.htm,Asim Rose,RB,Kentucky,https://www.sports-reference.com/cfb/players/asim-rose-1.html,6-1,215,4.51,34.0,24,120,7.25,4.62,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
342,https://www.pro-football-reference.com/draft/2021-combine.htm,Zach Von Rosenberg,P,LSU,https://www.sports-reference.com/cfb/players/zach-von-rosenberg-1.html,6-4,235,,,,,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
343,https://www.pro-football-reference.com/draft/2021-combine.htm,Larry Rountree,RB,Missouri,https://www.sports-reference.com/cfb/players/larry-rountree-iii-1.html,,,4.62,30.0,,,6.96,,Los Angeles Chargers / 6th / 198th pick / 2021,2021,Los Angeles Chargers , 6th , 198th pick , 2021,Drafted
344,https://www.pro-football-reference.com/draft/2021-combine.htm,Gregory Rousseau,DL,Miami (FL),https://www.sports-reference.com/cfb/players/gregory-rousseau-1.html,6-6,266,4.68,30.0,21,115,,,Buffalo Bills / 1st / 30th pick / 2021,2021,Buffalo Bills , 1st , 30th pick , 2021,Drafted
345,https://www.pro-football-reference.com/draft/2021-combine.htm,Dionte Ruffin,DB,Western Kentucky,https://www.sports-reference.com/cfb/players/dionte-ruffin-1.html,5-10,180,4.54,36.5,8,127,7.05,4.27,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
346,https://www.pro-football-reference.com/draft/2021-combine.htm,Chris Rumph,DE,Duke,https://www.sports-reference.com/cfb/players/chris-rumph-ii-1.html,6-2,244,,,18,,,,Los Angeles Chargers / 4th / 118th pick / 2021,2021,Los Angeles Chargers , 4th , 118th pick , 2021,Drafted
347,https://www.pro-football-reference.com/draft/2021-combine.htm,K.J. Sails,DB,South Florida,https://www.sports-reference.com/cfb/players/kj-sails-1.html,5-10,177,4.67,32.5,9,114,7.08,4.44,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
348,https://www.pro-football-reference.com/draft/2021-combine.htm,Teton Saltes,OL,New Mexico,https://www.sports-reference.com/cfb/players/teton-saltes-1.html,6-4,300,5.04,30.5,22,105,7.76,4.64,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
349,https://www.pro-football-reference.com/draft/2021-combine.htm,Cameron Sample,DE,Tulane,https://www.sports-reference.com/cfb/players/cameron-sample-1.html,6-2,267,4.72,37.0,23,116,7.39,4.48,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
350,https://www.pro-football-reference.com/draft/2021-combine.htm,Foster Sarell,OL,Stanford,https://www.sports-reference.com/cfb/players/foster-sarell-1.html,6-6,318,5.54,27.0,26,97,7.63,4.69,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
351,https://www.pro-football-reference.com/draft/2021-combine.htm,Mekhi Sargent,RB,Iowa,https://www.sports-reference.com/cfb/players/mekhi-sargent-1.html,5-8,208,4.62,33.5,,114,7.08,4.39,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
352,https://www.pro-football-reference.com/draft/2021-combine.htm,Thomas Schaffer,DE,Stanford,https://www.sports-reference.com/cfb/players/thomas-schaffer-1.html,6-6,302,,,23,,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
353,https://www.pro-football-reference.com/draft/2021-combine.htm,Ry Schneider,OL,Oklahoma St.,https://www.sports-reference.com/cfb/players/ry-schneider-1.html,6-2,312,5.67,23.5,26,85,8.51,5.37,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
354,https://www.pro-football-reference.com/draft/2021-combine.htm,Anthony Schwartz,WR,Auburn,https://www.sports-reference.com/cfb/players/anthony-schwartz-1.html,6-0,186,4.27,32.0,,123,7.13,4.25,Cleveland Browns / 3rd / 91st pick / 2021,2021,Cleveland Browns , 3rd , 91st pick , 2021,Drafted
355,https://www.pro-football-reference.com/draft/2021-combine.htm,Stevie Scott,RB,Indiana,https://www.sports-reference.com/cfb/players/stevie-scott-1.html,6-0,225,4.66,31.0,18,119,7.14,4.57,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
356,https://www.pro-football-reference.com/draft/2021-combine.htm,Jordon Scott,DT,Oregon,https://www.sports-reference.com/cfb/players/jordon-scott-1.html,6-0,311,,,23,,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
357,https://www.pro-football-reference.com/draft/2021-combine.htm,Trey Sermon,RB,Ohio St.,https://www.sports-reference.com/cfb/players/trey-sermon-1.html,6-0,215,4.57,37.0,,125,6.83,4.28,San Francisco 49ers / 3rd / 88th pick / 2021,2021,San Francisco 49ers , 3rd , 88th pick , 2021,Drafted
358,https://www.pro-football-reference.com/draft/2021-combine.htm,Penei Sewell,OL,Oregon,https://www.sports-reference.com/cfb/players/penei-sewell-1.html,6-4,331,5.13,28.0,30,109,7.76,4.68,Detroit Lions / 1st / 7th pick / 2021,2021,Detroit Lions , 1st , 7th pick , 2021,Drafted
359,https://www.pro-football-reference.com/draft/2021-combine.htm,Tyler Shelvin,DT,LSU,https://www.sports-reference.com/cfb/players/tyler-shelvin-1.html,6-2,350,5.40,28.5,,97,8.15,5.05,Cincinnati Bengals / 4th / 122nd pick / 2021,2021,Cincinnati Bengals , 4th , 122nd pick , 2021,Drafted
360,https://www.pro-football-reference.com/draft/2021-combine.htm,William Sherman,OL,Colorado,https://www.sports-reference.com/cfb/players/william-sherman-1.html,6-3,304,5.19,26.0,23,108,7.71,4.82,New England Patriots / 6th / 197th pick / 2021,2021,New England Patriots , 6th , 197th pick , 2021,Drafted
361,https://www.pro-football-reference.com/draft/2021-combine.htm,Jamien Sherwood,DB,Auburn,https://www.sports-reference.com/cfb/players/jamien-sherwood-1.html,6-1,216,4.76,36.0,15,123,7.15,4.36,New York Jets / 5th / 146th pick / 2021,2021,New York Jets , 5th , 146th pick , 2021,Drafted
362,https://www.pro-football-reference.com/draft/2021-combine.htm,Jacob Shoemaker,OL,South Alabama,https://www.sports-reference.com/cfb/players/jacob-shoemaker-1.html,6-3,319,5.49,24.0,20,93,8.20,5.02,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
363,https://www.pro-football-reference.com/draft/2021-combine.htm,George Silvanic,DT,Air Force,https://www.sports-reference.com/cfb/players/george-silvanic-1.html,6-5,286,5.21,29.5,,105,7.50,4.60,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
364,https://www.pro-football-reference.com/draft/2021-combine.htm,Antjuan Simmons,LB,Michigan St.,https://www.sports-reference.com/cfb/players/antjuan-simmons-1.html,5-11,218,4.80,,,,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
365,https://www.pro-football-reference.com/draft/2021-combine.htm,Ben Skowronek,WR,Notre Dame,https://www.sports-reference.com/cfb/players/ben-skowronek-1.html,6-2,220,,,13,,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
366,https://www.pro-football-reference.com/draft/2021-combine.htm,Rashawn Slater,OL,Northwestern,https://www.sports-reference.com/cfb/players/rashawn-slater-1.html,6-4,304,4.91,33.0,33,112,7.48,4.45,Los Angeles Chargers / 1st / 13th pick / 2021,2021,Los Angeles Chargers , 1st , 13th pick , 2021,Drafted
367,https://www.pro-football-reference.com/draft/2021-combine.htm,Tedarrell Slaton,DL,Florida,https://www.sports-reference.com/cfb/players/tedarrell-slaton-1.html,6-4,330,5.09,29.0,27,109,7.91,4.81,Green Bay Packers / 5th / 173rd pick / 2021,2021,Green Bay Packers , 5th , 173rd pick , 2021,Drafted
368,https://www.pro-football-reference.com/draft/2021-combine.htm,Trystan Slinker,LB,Baylor,https://www.sports-reference.com/cfb/players/trystan-slinker-1.html,5-10,234,4.84,30.5,20,119,7.59,4.63,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
369,https://www.pro-football-reference.com/draft/2021-combine.htm,Brandon Smith,WR,Iowa,https://www.sports-reference.com/cfb/players/brandon-smith-11.html,6-1,218,4.62,39.5,,130,,,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
370,https://www.pro-football-reference.com/draft/2021-combine.htm,Shaq Smith,LB,Maryland,https://www.sports-reference.com/cfb/players/shaq-smith-1.html,6-2,237,4.79,30.0,22,110,7.34,4.30,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
371,https://www.pro-football-reference.com/draft/2021-combine.htm,Elerson Smith,DL,Northern Iowa,/td,,,4.71,41.5,26,127,7.00,4.39,New York Giants / 4th / 116th pick / 2021,2021,New York Giants , 4th , 116th pick , 2021,Drafted
372,https://www.pro-football-reference.com/draft/2021-combine.htm,D'Ante Smith,OL,East Carolina,https://www.sports-reference.com/cfb/players/dante-smith-1.html,6-5,305,5.29,29.0,24,113,7.96,4.81,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
373,https://www.pro-football-reference.com/draft/2021-combine.htm,DAnte Smith,LB,Arizona,https://www.sports-reference.com/cfb/players/dante-smith-3.html,6-5,305,5.29,29.0,24,113,7.96,4.81,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
374,https://www.pro-football-reference.com/draft/2021-combine.htm,Jordan Smith,OLB,Ala-Birmingham,https://www.sports-reference.com/cfb/players/jordan-smith-5.html,6-5,264,4.80,33.0,16,117,,,Jacksonville Jaguars / 4th / 121st pick / 2021,2021,Jacksonville Jaguars , 4th , 121st pick , 2021,Drafted
375,https://www.pro-football-reference.com/draft/2021-combine.htm,Zach Smith,QB,Tulsa,https://www.sports-reference.com/cfb/players/zach-smith-6.html,6-3,222,5.23,29.5,,111,7.26,4.52,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
376,https://www.pro-football-reference.com/draft/2021-combine.htm,Ihmir Smith-Marsette,WR,Iowa,https://www.sports-reference.com/cfb/players/ihmir-smith-marsette-1.html,6-0,181,4.43,37.0,,124,7.00,4.20,Minnesota Vikings / 5th / 157th pick / 2021,2021,Minnesota Vikings , 5th , 157th pick , 2021,Drafted
377,https://www.pro-football-reference.com/draft/2021-combine.htm,Benjamin St-Juste,DB,Minnesota,https://www.sports-reference.com/cfb/players/benjamin-st-juste-1.html,6-3,202,4.51,34.5,11,119,6.63,3.96,Washington Football Team / 3rd / 74th pick / 2021,2021,Washington Football Team , 3rd , 74th pick , 2021,Drafted
378,https://www.pro-football-reference.com/draft/2021-combine.htm,Caden Sterns,DB,Texas,https://www.sports-reference.com/cfb/players/caden-sterns-1.html,5-11,202,4.41,42.0,14,128,6.96,4.13,Denver Broncos / 5th / 152nd pick / 2021,2021,Denver Broncos , 5th , 152nd pick , 2021,Drafted
379,https://www.pro-football-reference.com/draft/2021-combine.htm,Jacoby Stevens,S,LSU,https://www.sports-reference.com/cfb/players/jacoby-stevens-1.html,6-1,212,4.63,42.0,,130,,,Philadelphia Eagles / 6th / 224th pick / 2021,2021,Philadelphia Eagles , 6th , 224th pick , 2021,Drafted
380,https://www.pro-football-reference.com/draft/2021-combine.htm,Rhamondre Stevenson,RB,Oklahoma,https://www.sports-reference.com/cfb/players/rhamondre-stevenson-1.html,5-11,231,4.64,31.5,15,112,7.09,4.15,New England Patriots / 4th / 120th pick / 2021,2021,New England Patriots , 4th , 120th pick , 2021,Drafted
381,https://www.pro-football-reference.com/draft/2021-combine.htm,Marquez Stevenson,WR,Houston,https://www.sports-reference.com/cfb/players/marquez-stevenson-1.html,5-10,180,4.48,33.0,,122,6.76,4.14,Buffalo Bills / 6th / 203rd pick / 2021,2021,Buffalo Bills , 6th , 203rd pick , 2021,Drafted
382,https://www.pro-football-reference.com/draft/2021-combine.htm,Brad Stewart,DB,Florida,https://www.sports-reference.com/cfb/players/brad-stewart-3.html,6-0,195,4.59,33.5,11,126,,4.44,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
383,https://www.pro-football-reference.com/draft/2021-combine.htm,Darius Stills,DL,West Virginia,https://www.sports-reference.com/cfb/players/darius-stills-1.html,6-0,278,4.98,32.5,23,110,7.18,4.49,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
384,https://www.pro-football-reference.com/draft/2021-combine.htm,Donovan Stiner,DB,Florida,https://www.sports-reference.com/cfb/players/donovan-stiner-1.html,6-1,205,4.56,34.5,15,127,7.08,4.30,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
385,https://www.pro-football-reference.com/draft/2021-combine.htm,Eric Stokes,DB,Georgia,https://www.sports-reference.com/cfb/players/eric-stokes-2.html,6-0,194,4.31,38.5,14,128,6.96,4.36,Green Bay Packers / 1st / 29th pick / 2021,2021,Green Bay Packers , 1st , 29th pick , 2021,Drafted
386,https://www.pro-football-reference.com/draft/2021-combine.htm,Mason Stokke,FB,Wisconsin,https://www.sports-reference.com/cfb/players/mason-stokke-1.html,6-2,242,4.96,30.5,22,112,7.20,4.34,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
387,https://www.pro-football-reference.com/draft/2021-combine.htm,Jack Stoll,TE,Nebraska,https://www.sports-reference.com/cfb/players/jack-stoll-1.html,6-3,247,4.60,31.5,16,119,6.86,4.32,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
388,https://www.pro-football-reference.com/draft/2021-combine.htm,Dillon Stoner,WR,Oklahoma St.,https://www.sports-reference.com/cfb/players/dillon-stoner-1.html,6-0,194,4.51,37.0,16,123,6.96,4.13,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
389,https://www.pro-football-reference.com/draft/2021-combine.htm,Eli Stove,WR,Auburn,https://www.sports-reference.com/cfb/players/eli-stove-1.html,5-11,194,4.54,30.5,14,119,7.34,4.40,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
390,https://www.pro-football-reference.com/draft/2021-combine.htm,Corey Straughter,CB,La-Monroe,https://www.sports-reference.com/cfb/players/corey-straughter-1.html,5-10,184,4.62,35.0,11,117,7.37,4.58,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
391,https://www.pro-football-reference.com/draft/2021-combine.htm,Elijah Sullivan,LB,Kansas St.,https://www.sports-reference.com/cfb/players/elijah-sullivan-1.html,6-0,214,4.69,,13,115,7.12,4.31,,2021,,Not Drafted,Not Drafted,Not Drafted,Not Drafted
392,https://www.pro-football-reference.com/draft/2021-combine.htm,Chazz Surratt,LB,North Carolina,https://www.sports-reference.com/cfb/players/chazz-surratt-1.html,6-2,229,4.58,31.0,25,,7.02,4.16,Minnesota Vikings / 3rd / 78th pick / 2021,2021,Minnesota Vikings , 3rd , 78th pick , 2021,Drafted
